,artist,album,albumcount,year
210059,Papa Roach,F.E.A.R.,3,2015
210134,Papa Roach,Time For Annihilation ... On The Record & On The Road,3,2010
210148,Papa Roach,To Be Loved: The Best Of Papa Roach,1,2010
210164,Paper Route,The Peace Of Wild Things,1,2012
210174,Paper Tongues,Paper Tongues,1,2010
210194,Papoose,The Nacirema Dream,2,2013
210215,Parachute,Overnight,2,2013
210226,Parachute,The Way It Was,4,2011
210235,Parachute,Wide Awake,1,2016
210389,Parkway Drive,Atlas,2,2012
210401,Parkway Drive,Deep Blue,2,2010
210414,Parkway Drive,Ire,2,2015
210425,Parkway Drive,Reverence,1,2018
210507,Parmalee,27861,1,2017
210519,Parmalee,Feels Like Carolina,7,2013
210531,Parquet Courts,Human Performance,1,2016
210545,Parquet Courts,Sunbathing Animal,2,2014
210586,Passenger,Whispers,5,2014
210604,Passenger,Young As The Morning Old As The Sea,1,2016
210621,Passion,Even So Come,2,2015
210622,Passion,Let The Future Begin,6,2013
210637,Passion,Passion: The Essential Collection,1,2017
210643,Passion,Salvation's Tide Is Rising,2,2016
210653,Passion,Whole Heart,1,2018
210664,Passion,Worthy Of Your Name,1,2017
210689,Passion Pit,Kindred,2,2015
210739,Pastor Troy,Attitude Adjuster,2,2015
211022,Pat Green,Home,1,2015
211116,Pat Metheny,Orchestrion,1,2013
211165,Pat Metheny,What's It All About,1,2011
211382,Patrice O'Neal,Mr. P,1,2015
211389,Patrice Rushen,Patrice,6,2017
211453,Patrick Stump,Soul Punk,1,2011
211468,Patrick Stump,Truant Wave (EP),1,2011
211570,Patterson Hood,Heat Lightning Rumbles In The Distance,1,2012
211894,Patti Smith,Banga,2,2012
212024,Patton Oswalt,Finest Hour,1,2011
212064,Patton Oswalt,Tragedy Plus Comedy Equals Time,1,2014
212120,Patty Griffin,American Kid,5,2013
212144,Patty Griffin,Downtown Church,4,2010
212169,Patty Griffin,Servant Of Love,1,2015
212182,Patty Griffin,Silver Bell,2,2012
212439,Paul Baloche,Christmas Worship,1,2015
212451,Paul Banks,Banks,1,2012
212548,Paul Hardcastle,Hardcastle,6,2018
212574,Paul Humphrey & The Cool Aid Chemists,Paul Humphrey & The Cool Aid Chemists,6,2010
212693,Paul McCartney,Egypt Station,7,2018
212919,Paul McCartney,Pure McCartney,4,2016
213298,Paul Rodgers,The Royal Sessions,1,2014
213325,Paul Simon,In The Blue Light,1,2018
213335,Paul Simon,Live In New York City,1,2012
213450,Paul Simon,Stranger To Stranger,6,2016
213508,Paul Simon,"The Paul Simon Collection: On My Way, Don't Know Where I'm Goin'",7,2013
213617,Paul Thorn,Pimps And Preachers,1,2010
213630,Paul Thorn,Too Blessed To Be Stressed,1,2014
213641,Paul Thorn,What The Hell Is Goin' On?,1,2012
213741,Paul Wall,Heart Of A Champion,2,2010
213773,Paul Weller,Sonik Kicks,1,2012
214216,Pavement,Quarantine The Past,1,2010
214494,Pearl Jam,Let's Play Two: Live At Wrigley Field (Soundtrack),1,2017
214524,Pearl Jam,Live On Ten Legs,2,2011
214603,Pearl Jam,Pearl Jam Twenty (Soundtrack),4,2011
214806,Peeping Tom,Peeping Tom,1,2014
214807,Peggy Lee,Big Spender,3,2012
214810,Peggy Lee,Come Rain Or Come Shine,4,2015
214824,Peggy Lee,In The Name Of Love,6,2011
214849,Peggy Lee,Make It With You,2,2011
214876,Peggy Lee,Pass Me By,4,2011
214899,Pennywise,All Or Nothing,1,2012
214960,Pennywise,Never Gonna Die,1,2018
215007,Pennywise,Yesterdays,1,2014
215082,Pentatonix,"PTX Presents: Top Pop, Vol. I",3,2018
215093,Pentatonix,PTX Vol. IV: Classics (EP),6,2017
215179,Pepper,Ohana,1,2016
215189,Pepper,Pepper,1,2011
215472,Perfect Pussy,Say Yes To Love,1,2014
215494,Perfume Genius,No Shape,1,2017
215507,Perfume Genius,Too Bright,1,2014
215518,Periphery,Clear,2,2014
215525,Periphery,Juggernaut: Alpha,1,2015
215537,Periphery,Periphery II,2,2012
215551,Periphery,Periphery III: Select Difficulty,1,2016
215654,Perry Como,The Classic Christmas Album,7,2014
215727,Pesado,Por Ti,1,2013
215852,Pet Shop Boys,Electric,2,2013
215862,Pet Shop Boys,Elysium,2,2012
215989,Pet Shop Boys,Super,1,2016
216050,Pete Rock,NY's Finest,1,2016
216127,Pete Rock / Smif-n-Wessun,Monumental,1,2011
216349,Pete Yorn,ArrangingTime,1,2016
216472,Peter Bjorn And John,Gimme Some,1,2011
216664,Peter Frampton,Thank You Mr Churchill,1,2010
216707,Peter Furler,On Fire,1,2012
216754,Peter Gabriel,New Blood,4,2011
216802,Peter Gabriel,Scratch My Back,5,2010
216814,Peter Gabriel,Scratch My Back/And I'll Scratch Yours,1,2010
216907,Peter Hollens,Legendary Folk Songs,1,2018
216957,Peter Murphy,Lion,1,2014
217169,Peter Wolf,A Cure For Loneliness,1,2016
217263,"Peter, Paul & Mary",Reunion,7,2014
217425,Phantogram,Nightlife (EP),1,2011
217432,Phantogram,Three,2,2016
217517,Pharoahe Monch,PTSD: Post Traumatic Stress Disorder,1,2014
217534,Pharoahe Monch,W.A.R. (We Are Renegades),2,2011
217678,Phil Collins,Going Back,4,2016
217928,Phil Wickham,Children Of God,1,2016
217944,Phil Wickham,Living Hope,1,2018
217958,Phil Wickham,Response,1,2011
217969,Phil Wickham,The Ascension,2,2013
218019,Philip H. Anselmo & The Illegals,Walk Through Exits Only,3,2013
218044,Phillip Phillips,Collateral,1,2018
218075,"Phillips, Craig & Dean",Above It All,1,2014
218085,"Phillips, Craig & Dean",Breathe In,1,2012
218224,Phish,Big Boat,1,2016
218305,Phish,Fuego,5,2014
218418,Phish,"Live Phish 10: 6/22/94 Veterans Memorial Auditorium, Columbus, Ohio",1,2011
218474,Phish,"Live Phish 13: 10.31.94 Glens Falls Civic Center, Glens Falls, New York",1,2011
218683,Phoenix,Ti Amo,2,2017
218704,Phonte,Charity Starts At Home,1,2011
218716,Phora,Love Is Hell,1,2018
218731,Phora,Yours Truly Forever,1,2017
218747,Phosphorescent,Muchacho,3,2013
218938,Pierce The Veil,Misadventures,5,2016
218949,Pierce The Veil,Selfish Machines,2,2010
218961,Pig Destroyer,Book Burner,1,2012
219014,Pimp C,Long Live The Pimp,1,2015
219064,Pimp C,Still Pimping,2,2013
219077,Pimp C,The Naked Soul Of Sweet Jones,4,2010
219090,Pimp C,The Sweet James Jones Stories,6,2013
219116,Pinback,Information Retrieved,1,2012
219285,Pink Floyd,The Early Years: 1967-1972: Cre/ation,1,2016
219415,Pink Guy,Pink Season,3,2017
219448,Pink Martini,Get Happy,2,2013
219490,Pink Martini,Je Dis Oui!,1,2016
219533,Pink Martini & The Von Trapps,Dream A Little Dream,1,2015
219591,Pistol Annies,Interstate Gospel,3,2018
219605,Pitbull,Armando,2,2010
219617,Pitbull,Climate Change,2,2017
219629,Pitbull,Dale,1,2015
219720,Pitbull,Original Hits,2,2012
219846,Pixies,Head Carrier,1,2016
219858,Pixies,Indie Cindy,3,2014
219921,Placebo,Loud Like Love,1,2013
220006,Plain White T's,Wonders Of The Younger,2,2010
220020,Plan B,Love & Sex,1,2014
220316,Plumb,Exhale,1,2015
220328,Plumb,Need You Now,4,2012
220576,Point Blank,Point Blank,3,2018
220622,Point Of Grace,A Thousand Little Things,1,2012
220676,Point Of Grace,No Changin' Us,3,2010
220961,Poison The Well,Versions,2,2018
220987,Polica,Shulamith,1,2013
220999,Polyphia,Muse,1,2015
221010,Polyphia,New Levels New Devils,1,2018
221020,Polyphia,Renaissance,1,2016
221032,Polyphia,The Most Hated (EP),1,2017
221081,Pop Evil,Onyx,2,2013
221093,Pop Evil,Pop Evil,1,2018
221104,Pop Evil,Up,2,2015
221117,Pop Evil,War Of Angels,2,2011
221128,Popcaan,Forever,1,2018
221161,Porcupine Tree,Fear Of A Blank Planet,2,2013
221184,Porter Robinson,Worlds,2,2014
221295,Portugal. The Man,Evil Friends,3,2013
221307,Portugal. The Man,In The Mountain In The Cloud,1,2011
221399,Pouya,Underground Underdog,1,2016
221425,Powerman 5000,Builders Of The Future,1,2014
221474,Preashea Hilliard,Live Out Loud,1,2010
221562,Preservation Hall Jazz Band,That's It!,2,2013
221574,Press Play,NY2LA,2,2010
221586,Press Play,World Anthem,1,2012
221610,Prestonwood Worship,Songs Of The People: Live,1,2018
221628,Pretenders,Alone,1,2016
221804,Pretty Lights,A Color Map Of The Sun,2,2013
221865,Pretty Things,Savage Eye,6,2015
222001,Primus,Green Naugahyde,5,2011
222040,Primus,The Desaturating Seven,1,2017
222269,Prince,HITNRUN: Phase Two,3,2015
222295,Prince,Piano & A Microphone 1983,2,2018
222539,Prince & 3RDEYEGIRL,PLECTRUMELECTRUM,4,2014
222613,Prince Royce,Double Vision,2,2015
222629,Prince Royce,FIVE,3,2017
222670,Prince Royce,Soy El Mismo,5,2013
222893,Project 86,Wait For The Siren,1,2012
223038,Projected,Ignite My Insanity,1,2017
223104,Propaganda,Crimson Cord,1,2014
223118,Propaganda,Excellent,1,2012
223130,Propagandhi,Failed States,1,2012
223157,Propagandhi,Victory Lap,1,2017
223244,Prophets Of Rage,Prophets Of Rage,1,2017
223256,Prophets Of Rage,The Party's Over (EP),1,2016
223262,Protest The Hero,Pacific Myth,1,2016
223274,Protest The Hero,Scurrilous,1,2011
223284,Protest The Hero,Volition,1,2013
223296,Prozak,We All Fall Down,1,2013
223609,Puddle Of Mudd,Re:(Disc)Overed,2,2011
223674,Punch Brothers,Ahoy! (EP),1,2012
223679,Punch Brothers,Antifogmatic,1,2010
223689,Punch Brothers,The Phosphorescent Blues,1,2015
223700,Punch Brothers,Who's Feeling Young Now?,1,2012
223712,Punchline,So Nice To Meet You (EP),1,2012
223820,Purity Ring,Another Eternity,3,2015
223830,Purity Ring,Shrines,3,2012
223863,Puscifer,Conditions Of My Parole,3,2011
223875,Puscifer,Donkey Punch The Night. (E.P.),1,2013
223894,Pusha T,DAYTONA,7,2018
223902,Pusha T,King Push: Darkest Before Dawn: The Prelude,5,2015
223924,Puss N Boots,"No Fools, No Fun",2,2014
223936,Python Lee Jackson,In A Broken Dream,6,2013
224004,Quadron,Avalanche,1,2013
224014,Quando Rondo,Life After Fame,2,2018
224082,Quasimoto,Yessir Whatever,1,2013
224113,Quazar,Quazar,5,2017
224675,Queens Of The Stone Age,Villains,5,2017
224696,Queensryche,Condition Human,2,2015
224708,Queensryche,Dedicated To Chaos,1,2011
224725,Queensryche,Frequency Unknown,1,2014
224920,Quicksand,Interiors,1,2017
225194,R. Kelly,12 Nights Of Christmas,1,2016
225360,R. Kelly,The Essential R. Kelly,1,2014
225526,R.E.M.,Collapse Into Now,7,2011
225725,R.E.M.,Part Lies Part Heart Part Truth Part Garbage: 1982-2011,2,2011
225766,R.E.M.,R.E.M. Live,2,2018
225838,R.E.M.,Unplugged 1991 & 2001: The Complete Sessions,2,2014
225872,R5,Heart Made Up On You (EP),1,2014
225892,R5,Sometime Last Night,6,2015
225907,RBD,RBD: Live In Hollywood,5,2019
226116,RKM & Ken-Y,Masterpiece: Commemorative Edition,6,2016
226152,RL Grime,NOVA,1,2018
226167,RL Grime,Void,1,2014
226179,RM,mono.,1,2018
226198,RX Bandits,"Gemini, Her Majesty",1,2014
226278,Ra Ra Riot,Beta Love,1,2013
226289,Ra Ra Riot,The Orchard,2,2010
226321,Rachael Yamagata,Chesapeake,1,2011
226347,Rachel Platten,Waves,1,2017
226610,RaeLynn,Me (EP),2,2015
226615,RaeLynn,Wildhorse,3,2017
226627,Raekwon,Fly International Luxurious Art,1,2015
226641,Raekwon,Shaolin vs. Wu-Tang,4,2011
226678,Raekwon,The Wild,1,2017
226704,Rag'n'Bone Man,Human,7,2017
226813,Raheem DeVaughn,A Place Called Love Land,4,2013
226848,Raheem DeVaughn,Love Sex Passion,2,2015
227354,Rancid,...Honor Is All We Know,2,2014
227467,Rancid,Trouble Maker,1,2017
227487,Random Axe,Random Axe,1,2011
227554,Randy Houser,Fired Up,4,2016
227586,Randy Houser,They Call Me Cadillac,3,2010
227643,Randy Newman,Dark Matter,1,2017
227732,Randy Rogers & Wade Bowen,"Hold My Beer, Vol. 1",1,2015
227742,Randy Rogers Band,Burning The Day,4,2010
227753,Randy Rogers Band,Homemade Tamales: Live At Floore's,1,2014
227791,Randy Rogers Band,Nothing Shines Like Neon,1,2016
227838,Randy Travis,Anniversary Celebration: 25,3,2011
227914,Randy Travis,Influence: Vol. 1: The Man I Am,1,2014
227947,Randy Travis,On The Other Hand: All The Number Ones,2,2015
228020,Randy Travis,The Very Best Of Randy Travis,7,2013
228211,Rapsody,Laila's Wisdom,1,2017
228225,Rapture Ruckus,Invader,1,2015
228354,Rascal Flatts,Back To Us,4,2017
228467,Rascal Flatts,The Best Of Rascal Flatts Live,1,2011
228477,Rascal Flatts,The Greatest Gift Of All,7,2016
228531,Ratatat,LP4,1,2010
228543,Ratatat,Magnifique,1,2015
228578,Ratt,Infestation,3,2010
228634,Raury,All We Need,1,2015
228824,Ray Charles,"Hit The Road, Jack",1,2014
228859,Ray Charles,Ray Charles Live,5,2014
228874,Ray Charles,Ray Charles' Greatest Hits,5,2014
229183,Ray Davies,Americana,1,2017
229265,Ray LaMontagne,Ouroboros,2,2016
229273,Ray LaMontagne,Part Of The Light,1,2018
229374,Ray Price,Beauty Is...: The Final Sessions,1,2014
229628,Real Estate,Atlas,4,2014
229638,Real Estate,Days,2,2011
229648,Real Estate,In Mind,1,2017
229659,Real Friends,Composure,1,2018
229669,Real Friends,Home Inside My Head,1,2016
229681,Real Friends,Maybe This Place Is the Same And We're Just Changing,2,2014
230034,Rebecca St. James,I Will Praise You,1,2011
230114,Rebelution,Count Me In,3,2014
230125,Rebelution,Falling Into Place,1,2016
230136,Rebelution,Free Rein,1,2018
230148,Rebelution,Peace Of Mind,2,2012
230184,Reckless Kelly,Good Luck & True Love,1,2011
230194,Reckless Kelly,Long Night Moon,1,2013
230220,Reckless Kelly,Somewhere In Time,1,2010
230232,Reckless Kelly,Sunset Motel,1,2016
230256,Red,Gone,1,2017
230283,Red,Of Beauty And Rage,4,2015
230299,Red,Release The Panic: Recalibrated (EP),1,2013
230326,Red Dragon Cartel,Red Dragon Cartel,1,2013
230336,Red Fang,Only Ghosts,1,2016
230348,Red Fang,Whales And Leeches,1,2013
230499,Red Hot Chili Peppers,Rock & Roll Hall Of Fame Covers (EP),1,2012
230607,Red Wanting Blue,Little America,1,2014
230686,Redlight King,Irons In The Fire,1,2013
230787,Redman,Mudface,1,2015
230823,Redman,Redman Presents Reggie,1,2010
230850,Reel Big Fish,Candy Coated Fury,1,2012
230954,Refused,Freedom,1,2015
231067,Regina Spektor,Remember Us To Life,1,2016
231113,Regulo Caro,Especialista,1,2013
231126,Regulo Caro,Senzu-Rah,1,2014
231154,Relient K,Air For Free,1,2016
231177,Relient K,Collapsible Lung,2,2013
231217,Relient K,Is For Karaoke (EP),1,2011
231344,Remmy Valenzuela,De Alumno A Maestro,1,2014
231434,Rend Collective,As Family We Go,1,2015
231446,Rend Collective,Campfire II: Simplicity,1,2016
231458,Rend Collective,Good News,1,2018
231527,Renee Fleming,Dark Hope,1,2010
231563,Renee Spearman Featuring D.J. Rogers,Whoa To WOW!,1,2012
231679,Rev Theory,Justice,2,2011
231781,Reverend Horton Heat,REV,1,2014
231810,Reverend Peyton's Big Damn Band,Between The Ditches,1,2012
231836,Revocation,Deathless,1,2014
231847,Revocation,Great Is Our Sin,1,2016
231858,Revocation,Revocation,1,2018
231867,Revolution Saints,Revolution Saints,1,2014
231912,Rhett Miller,Rhett Miller,1,2018
231936,Rhett Miller,The Dreamer,1,2012
231961,Rhett Walker Band,Here's To The Ones,1,2014
231972,Rhiannon Giddens,Freedom Highway,1,2017
231984,Rhiannon Giddens,Tomorrow Is My Turn,2,2015
232034,Rhye,Blood,1,2018
232073,RiFF RaFF,Neon Icon,2,2014
232088,RiFF RaFF,Peach Panther,1,2016
232167,Ricardo Arjona,Circo Soledad,1,2017
232199,Ricardo Arjona,Independiente,3,2011
232225,Ricardo Arjona,Metamorfosis: En Vivo,1,2014
232245,Ricardo Arjona,Poquita Ropa,3,2010
232286,Ricardo Arjona,Viaje,2,2014
232316,Rich Brian,Amen,3,2018
232330,Rich Homie Quan,Back To The Basics,1,2017
232341,Rich Homie Quan,Rich As In Spirit,3,2018
232364,Rich Robinson,The Ceaseless Sight,1,2014
232442,Richard Marx,Beautiful Goodbye,2,2014
232453,Richard Marx,Christmas Spirit,1,2012
232563,Richard Pryor,Richard Pryor: Here And Now,3,2013
232629,Richard Thompson,Acoustic Classics,1,2014
232663,Richard Thompson,Dream Attic,1,2010
232676,Richard Thompson,Electric,2,2013
232717,Richard Thompson,Still,1,2015
232779,Richie Havens,Mixed Bag II,3,2011
232820,Richie Sambora,Aftermath Of The Lowdown,2,2012
232884,Rick Braun,Can You Feel It,1,2014
233271,Rick Springfield,Rocket Science,1,2016
233285,Rick Springfield,Songs For The End Of The World,1,2012
233488,Rickie Lee Jones,The Devil You Know,1,2012
233543,Rickie Lee Jones,the other side of DESIRE,1,2015
233554,Ricky Dillard & New G,10,1,2017
233568,Ricky Dillard & New G,Amazing,4,2014
233581,Ricky Dillard & New G,Keep Living,2,2011
233594,Ricky Dillon,RPD (EP),1,2015
233610,Ricky Martin,A Quien Quiera Escuchar,3,2015
233730,Ricky Skaggs,Country Boy,5,2015
233860,Riff,Riff,3,2019
233981,Rilo Kiley,Rkives,2,2013
234035,Ringo Starr,Give More Love,1,2017
234075,Ringo Starr,Photograph: The Very Best Of Ringo,2,2015
234077,Ringo Starr,Postcards From Paradise,1,2015
234101,Ringo Starr,Ringo 2012,2,2012
234147,Ringo Starr,Y Not,2,2010
234157,Rings Of Saturn,Lugal Ki En,1,2014
234169,Rings Of Saturn,Ultu Ulla,1,2017
234234,Rise Against,Long Forgotten Songs: B-Sides & Covers 2000 - 2013,2,2013
234284,Rise Against,"The Ghost Note Symphonies, Vol. 1",1,2018
234307,Rise Against,Wolves,2,2017
234425,Rita Ora,Phoenix,2,2018
234472,Rita Wilson,AM/FM,2,2012
234503,Rittz,Last Call,1,2017
234524,Rittz,Next To Nothing,4,2014
234542,Rittz,The Life And Times Of Jonny Valiant,3,2013
234558,Rittz,Top Of The Line,2,2016
234582,Rival Sons,Great Western Valkyrie,1,2014
234592,Rival Sons,Hollow Bones,1,2016
234620,Rixton,Let The Road,2,2014
234630,Ro James,Eldorado,2,2017
234654,Rob Bailey & The Hustle Standard,Beast,1,2013
234662,Rob Bailey & The Hustle Standard,Go,1,2015
234713,Rob Thomas,The Great Unknown,4,2015
234749,Rob Zombie,Electric Warlock Acid Witch Satanic Orgy Celebration Dispenser,4,2016
234789,Rob Zombie,Mondo Sex Head,1,2012
234821,Rob Zombie,Spookshow International: Live,1,2015
234921,Robbie Robertson,How To Become Clairvoyant,4,2011
234981,Robbie Williams,Sing When You're Winning,4,2013
235084,Robert Earl Keen,Happy Prisoner: The Bluegrass Sessions,1,2015
235100,Robert Earl Keen,Ready For Confetti,1,2011
235150,Robert Glasper Experiment,ArtScience,1,2018
235158,Robert Glasper Experiment,Black Radio,5,2012
235170,Robert Glasper Experiment,Black Radio 2,3,2013
235565,Robert Plant,Carry Fire,4,2017
235593,Robert Plant,Lullaby And... The Ceaseless Roar,7,2014
235689,Robert Randolph & The Family Band,Lickety Split,1,2013
235712,Robert Randolph & The Family Band,We Walk This Road,1,2010
235785,Roberta Flack,Let It Be Roberta,1,2012
235851,Roberto Tapia,El Muchacho,1,2012
235865,Roberto Tapia,Lo Mejor de Roberto Tapia,4,2013
235885,Roberto Tapia,Mi Nina,1,2014
235976,Robin Thicke,Paula,5,2014
236174,Robin Williams,Weapons Of Self Destruction,3,2010
236187,Robyn,Body Talk,1,2010
236202,Robyn,Body Talk Pt. 1 (EP),1,2010
236210,Robyn,Body Talk Pt. 2 (EP),2,2010
236218,Robyn,Honey,1,2018
236302,Rockie Lynne,Rockie Lynne,1,2010
236486,Rod Stewart,Another Country,3,2015
236537,Rod Stewart,Blood Red Roses,1,2018
236969,Rodney Atkins,Rodney Atkins,6,2018
237024,Rodney Carrington,Laughter's Good,1,2014
237079,Rodney Crowell,Close Ties,1,2017
237131,Rodney Crowell,Tarpaper Sky,1,2014
237197,Rodrigo y Gabriela,9 Dead Alive,3,2014
237240,Rodrigo y Gabriela And C.U.B.A.,Area 52,2,2012
237310,Roger Clyne And The Peacemakers,The Independent,1,2014
237320,Roger Clyne And The Peacemakers,Unida Cantina,1,2011
237333,Roger Creager,Road Show,1,2014
237340,Roger Daltrey,As Long As I Have You,1,2018
237529,Roger Waters,Is This The Life We Really Want?,3,2017
237549,Roger Waters,Roger Waters The Wall (Soundtrack),1,2015
237659,Rogue Wave,Permalight,1,2010
237671,Roky Erickson With Okkervil River,True Love Cast Out All Evil,1,2010
237758,Romeo Santos,The King Stays King: Sold Out At Madison Square Garden,2,2012
237800,Romeo's Daughter,Romeo's Daughter,2,2014
237970,Ronnie Dunn,Tattooed Heart,1,2016
238246,Rooney,Eureka,1,2010
238449,Rosanne Cash,She Remembers Everything,1,2018
238522,Roscoe Dash,J.U.I.C.E (EP),2,2011
238726,Roy Ayers,"Africa, Center Of The World",2,2018
238855,Roy Clark,I Never Picked Cotton,6,2015
239033,Roy Woods,Say Less,1,2017
239049,Roy Woods,Waking At Dawn,1,2016
239071,Royal Blood,How Did We Get So Dark?,2,2017
239081,Royal Blood,Royal Blood,7,2014
239115,Royal Tailor,Black & White,1,2011
239126,Royal Tailor,Royal Tailor,1,2013
239137,"Royce da 5'9""",Book Of Ryan,2,2018
239173,"Royce da 5'9""",Layers,2,2016
239212,"Royce da 5'9""",Success Is Certain,3,2015
239235,Royksopp,The Inevitable End,1,2014
239252,Royksopp & Robyn,Do It Again (EP),1,2014
239257,RuPaul,Born Naked,1,2014
239302,Ruben Studdard,Letters From Birmingham,2,2012
239345,Ruben Studdard,Unconditional Love,4,2014
239358,Rubicon,Rubicon,7,2015
